run_accession	description
SRR6980320	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980321	Illumina MiSeq sequencing: WGS of Enterococcus faecium
SRR6980322	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980323	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980324	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980325	Illumina HiSeq 2000 sequencing: WGS of Enterococcus faecium
SRR6980326	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980327	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980331	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR6980332	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR7879780	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11813974 by Illumina MiSeq
SRR7903418	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11814160 by Illumina MiSeq
SRR7903422	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11814156 by Illumina MiSeq
SRR7949787	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11814356 by Illumina MiSeq
SRR8037291	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037292	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037293	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037297	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037298	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037299	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037300	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037302	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037303	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037306	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037308	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037310	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037311	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037320	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037325	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037327	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8037335	NextSeq 500 sequencing: WGS of Enterococcus faecium
SRR8050438	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11814348 by Illumina MiSeq
SRR8058266	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11814712 by Illumina MiSeq
SRR8067704	PacBio RS II sequencing: SMRT Sequencing generated from E. faecalis OG1SSp heterologous host with efa733I
SRR8082077	Illumina HiSeq 2000 sequencing: DNA-seq of bacteria:Enterococcus faecium
SRR8083531	Illumina HiSeq 2500 sequencing: GSM3439186: VRE treated [16] Enterococcus faecium RNA-Seq
SRR8137024	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11815138 by Illumina MiSeq
SRR8137145	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11815137 by Illumina MiSeq
SRR8167628	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11815358 by Illumina MiSeq
SRR8181036	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11815573 by Illumina MiSeq
SRR8200870	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200880	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200886	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200908	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200913	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200920	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200926	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200927	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200933	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200935	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200937	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200938	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200939	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200952	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200962	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200963	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200985	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200989	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200993	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200994	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8200998	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201000	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201002	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201004	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201012	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201013	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201014	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201015	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201016	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201017	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201018	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201048	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201052	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201057	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201058	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201061	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201064	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201072	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201075	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201077	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201081	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201082	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201097	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201099	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201102	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201104	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201120	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201123	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201124	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201127	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201145	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201147	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201152	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201168	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201174	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201176	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201182	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201183	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201188	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201190	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201197	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201209	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201210	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201212	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201226	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201233	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201234	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201235	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201248	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201250	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201253	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201254	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201257	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201260	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201273	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201275	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201276	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201284	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8201311	NextSeq 500 sequencing: Enhanced detection system for hospital associated transmission (EDS-HAT)
SRR8208249	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11815576 by Illumina MiSeq
SRR8245135	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11808957 by Illumina MiSeq
SRR8252713	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11815804 by Illumina MiSeq
SRR8313042	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11815799 by Illumina MiSeq
SRR8313051	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11816219 by Illumina MiSeq
SRR8313057	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11816226 by Illumina MiSeq
SRR8351028	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11816410 by Illumina MiSeq
SRR8351035	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11816416 by Illumina MiSeq
SRR8375487	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11816715 by Illumina MiSeq
SRR8381588	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381589	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381591	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381592	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381598	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381599	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381600	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381603	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381606	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381607	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381610	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381611	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381616	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381619	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381620	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381623	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381624	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381628	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381630	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381633	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381637	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381639	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381646	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381647	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381648	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381650	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381651	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381656	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381658	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381659	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381662	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381663	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8381666	NextSeq 550 sequencing: Replicate sequencing of bacterial monoisolates
SRR8464853	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11816955 by Illumina MiSeq
SRR8523160	NextSeq 550 sequencing: WGS of Enterococcus faecium: day 8 isolate from patient2
SRR8526766	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 43
SRR8526770	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 18
SRR8526774	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 14
SRR8526777	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 17
SRR8526778	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 35
SRR8526779	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 12
SRR8526784	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 42
SRR8526789	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 6
SRR8526793	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 37
SRR8526799	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 27
SRR8526800	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 30
SRR8526802	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 32
SRR8526804	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 52
SRR8526811	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 45
SRR8526813	NextSeq 550 sequencing: WGS of Enterococcus faecium isolate 10
SRR8543088	Illumina MiSeq paired end sequencing: Whole genome shotgun sequencing of FSIS11917236 by Illumina MiSeq
SRR8549425	Illumina HiSeq 2500 sequencing: CRE_EFM
SRR8549426	Illumina HiSeq 2500 sequencing: CRE_EFM
SRR8602220	Illumina HiSeq 2000 sequencing: wgs daptomycin resistant E. faecium: Flask Transfer 5
SRR8602227	Illumina HiSeq 2000 sequencing: wgs daptomycin resistant E. faecium: Flask Transfer 4
SRR8602228	Illumina HiSeq 2000 sequencing: wgs daptomycin resistant E. faecium: Bioreactor Run 2 Day 5
SRR8602229	Illumina HiSeq 2000 sequencing: wgs daptomycin resistant E. faecium: Bioreactor Run 2 Day 9
SRR8602230	Illumina HiSeq 2000 sequencing: wgs daptomycin resistant E. faecium: Bioreactor Run 2 Day 6
SRR8602233	Illumina HiSeq 2000 sequencing: wgs daptomycin resistant E. faecium: Bioreactor Run 1 Day 9
